"loan_id","customer_id","funded_amount","term_months","int_rate","fico_score","dti","purpose","home_ownership","issue_date","risk_tier","loan_status"
"LN116347","CUST206743",5000,60,"18.78",595,"0.20","Debt Consolidation","MORTGAGE","2024-02-28","High Risk","Fully Paid"
"LN116348","CUST211839",15000,60,"18.96",652,"0.48","Debt Consolidation","RENT","2023-07-12","High Risk","Fully Paid"
"LN116349","CUST205527",5000,60,"14.51",726,"0.19","Credit Card Refinance","MORTGAGE","2025-06-24","Low Risk","Fully Paid"
"LN116350","CUST207275",5000,60,"15.61",666,"0.27","Debt Consolidation","RENT","2023-11-07","Medium Risk","Fully Paid"
"LN116351","CUST212803",35000,60,"13.70",664,"0.31","Debt Consolidation","RENT","2024-04-23","Medium Risk","Fully Paid"
"LN116352","CUST210566",5000,36,"16.95",680,"0.37","Debt Consolidation","RENT","2025-06-01","Medium Risk","Default"
"LN116353","CUST211391",50000,60,"17.49",637,"0.35","Debt Consolidation","MORTGAGE","2025-03-27","High Risk","Fully Paid"
"LN116354","CUST200217",15000,36,"14.08",703,"0.23","Debt Consolidation","RENT","2025-09-28","Medium Risk","Fully Paid"
"LN116355","CUST204699",75000,60,"15.64",689,"0.32","Credit Card Refinance","RENT","2023-04-21","Medium Risk","Fully Paid"
"LN116356","CUST201823",5000,36,"14.86",705,"0.11","Debt Consolidation","MORTGAGE","2024-09-07","Medium Risk","Fully Paid"
"LN116357","CUST202555",15000,36,"13.89",755,"0.56","Debt Consolidation","MORTGAGE","2023-05-22","Low Risk","Fully Paid"
"LN116358","CUST200984",10000,36,"15.39",668,"0.20","Debt Consolidation","MORTGAGE","2025-09-18","Medium Risk","Fully Paid"
"LN116359","CUST214437",35000,36,"15.54",685,"0.41","Home Improvement","RENT","2023-06-24","Medium Risk","Fully Paid"
"LN116360","CUST210526",10000,36,"14.47",630,"0.18","Credit Card Refinance","OWN","2023-01-24","High Risk","Fully Paid"
"LN116361","CUST200527",10000,60,"16.47",617,"0.38","Credit Card Refinance","MORTGAGE","2024-03-21","High Risk","Default"
"LN116362","CUST209899",35000,36,"15.99",679,"0.18","Debt Consolidation","MORTGAGE","2023-07-08","Medium Risk","Fully Paid"
"LN116363","CUST212307",10000,36,"14.32",685,"0.41","Credit Card Refinance","MORTGAGE","2023-08-24","Medium Risk","Fully Paid"
"LN116364","CUST202844",5000,36,"15.23",714,"0.53","Credit Card Refinance","MORTGAGE","2025-11-02","Medium Risk","Fully Paid"
"LN116365","CUST208246",10000,36,"17.90",708,"0.31","Home Improvement","RENT","2025-09-08","Medium Risk","Fully Paid"
"LN116366","CUST202628",20000,36,"13.47",692,"0.37","Debt Consolidation","MORTGAGE","2024-08-18","Medium Risk","Fully Paid"
"LN116367","CUST200179",10000,36,"10.65",764,"0.42","Debt Consolidation","RENT","2023-03-15","Low Risk","Default"
"LN116368","CUST206495",15000,36,"17.71",664,"0.23","Debt Consolidation","RENT","2024-10-19","Medium Risk","Fully Paid"
"LN116369","CUST213643",5000,36,"18.89",670,"0.41","Credit Card Refinance","MORTGAGE","2023-03-03","Medium Risk","Fully Paid"
"LN116370","CUST206941",15000,36,"15.71",694,"0.25","Major Purchase","MORTGAGE","2023-08-18","Medium Risk","Fully Paid"
"LN116371","CUST211140",35000,60,"17.01",620,"0.56","Major Purchase","RENT","2024-05-04","High Risk","Fully Paid"
"LN116372","CUST214352",15000,36,"13.68",714,"0.15","Debt Consolidation","MORTGAGE","2024-02-26","Medium Risk","Fully Paid"
"LN116373","CUST207444",15000,36,"16.23",683,"0.32","Debt Consolidation","RENT","2023-11-22","Medium Risk","Fully Paid"
"LN116374","CUST209080",5000,36,"15.38",684,"0.18","Debt Consolidation","OWN","2023-02-16","Medium Risk","Fully Paid"
"LN116375","CUST211656",10000,36,"16.10",707,"0.44","Credit Card Refinance","RENT","2024-05-24","Medium Risk","Fully Paid"
"LN116376","CUST213591",5000,36,"12.48",698,"0.60","Home Improvement","RENT","2024-07-11","Medium Risk","Fully Paid"
"LN116377","CUST204228",15000,36,"15.49",700,"0.33","Debt Consolidation","MORTGAGE","2024-06-23","Medium Risk","Fully Paid"
"LN116378","CUST209373",15000,60,"14.75",660,"0.53","Debt Consolidation","MORTGAGE","2025-01-23","Medium Risk","Fully Paid"
"LN116379","CUST208223",50000,36,"14.97",758,"0.40","Debt Consolidation","RENT","2025-05-30","Low Risk","Fully Paid"
"LN116380","CUST205015",5000,36,"15.63",606,"0.50","Debt Consolidation","RENT","2023-02-26","High Risk","Fully Paid"
"LN116381","CUST211623",15000,36,"17.32",645,"0.40","Credit Card Refinance","MORTGAGE","2025-10-06","High Risk","Fully Paid"
"LN116382","CUST203725",15000,36,"15.33",652,"0.51","Credit Card Refinance","MORTGAGE","2023-06-06","High Risk","Default"
"LN116383","CUST206942",15000,36,"15.77",643,"0.49","Debt Consolidation","OWN","2024-06-08","High Risk","Fully Paid"
"LN116384","CUST202570",35000,36,"18.97",592,"0.24","Debt Consolidation","RENT","2025-11-29","High Risk","Fully Paid"
"LN116385","CUST204454",10000,60,"12.26",762,"0.24","Debt Consolidation","RENT","2025-08-30","Low Risk","Fully Paid"
"LN116386","CUST201507",5000,36,"12.45",712,"0.28","Credit Card Refinance","MORTGAGE","2025-03-11","Medium Risk","Fully Paid"
"LN116387","CUST208545",20000,36,"16.41",648,"0.23","Home Improvement","MORTGAGE","2024-12-07","High Risk","Fully Paid"
"LN116388","CUST206186",10000,60,"13.66",714,"0.37","Small Business","OWN","2023-04-29","Medium Risk","Fully Paid"
"LN116389","CUST202051",5000,36,"13.67",671,"0.48","Debt Consolidation","MORTGAGE","2025-10-12","Medium Risk","Fully Paid"
"LN116390","CUST212176",10000,36,"16.40",665,"0.36","Debt Consolidation","RENT","2025-07-18","Medium Risk","Fully Paid"
"LN116391","CUST203472",10000,36,"17.16",631,"0.26","Credit Card Refinance","MORTGAGE","2024-12-11","High Risk","Fully Paid"
"LN116392","CUST206561",20000,36,"15.68",680,"0.33","Debt Consolidation","MORTGAGE","2023-11-11","Medium Risk","Fully Paid"
"LN116393","CUST210143",5000,60,"17.06",648,"0.07","Credit Card Refinance","MORTGAGE","2025-01-03","High Risk","Fully Paid"
"LN116394","CUST200918",15000,36,"13.73",631,"0.16","Credit Card Refinance","RENT","2025-07-29","High Risk","Fully Paid"
"LN116395","CUST203587",15000,36,"13.18",727,"0.26","Debt Consolidation","MORTGAGE","2023-11-08","Low Risk","Fully Paid"
"LN116396","CUST206428",15000,60,"16.97",638,"0.36","Major Purchase","OWN","2024-04-08","High Risk","Fully Paid"
"LN116397","CUST203010",75000,36,"15.30",750,"0.27","Home Improvement","RENT","2023-06-04","Low Risk","Fully Paid"
"LN116398","CUST213476",5000,36,"16.76",644,"0.32","Home Improvement","MORTGAGE","2025-02-11","High Risk","Fully Paid"
"LN116399","CUST212223",50000,36,"19.15",604,"0.27","Debt Consolidation","OWN","2024-03-03","High Risk","Fully Paid"
"LN116400","CUST209164",15000,60,"13.83",706,"0.25","Debt Consolidation","MORTGAGE","2023-08-29","Medium Risk","Fully Paid"
"LN116401","CUST209914",35000,60,"15.15",657,"0.16","Major Purchase","RENT","2025-03-18","High Risk","Fully Paid"
"LN116402","CUST213791",15000,36,"16.94",600,"0.35","Credit Card Refinance","MORTGAGE","2023-02-23","High Risk","Fully Paid"
"LN116403","CUST201265",15000,60,"15.08",692,"0.25","Debt Consolidation","MORTGAGE","2024-02-06","Medium Risk","Fully Paid"
"LN116404","CUST213379",35000,60,"14.49",614,"0.32","Debt Consolidation","MORTGAGE","2025-10-15","High Risk","Fully Paid"
"LN116405","CUST211345",35000,60,"17.97",580,"0.22","Debt Consolidation","MORTGAGE","2025-10-28","High Risk","Fully Paid"
"LN116406","CUST207675",10000,36,"14.62",713,"0.37","Home Improvement","OWN","2023-06-07","Medium Risk","Fully Paid"
"LN116407","CUST207822",5000,60,"12.73",754,"0.31","Credit Card Refinance","RENT","2023-07-10","Low Risk","Fully Paid"
"LN116408","CUST205132",15000,36,"14.85",660,"0.33","Credit Card Refinance","RENT","2023-04-23","Medium Risk","Fully Paid"
"LN116409","CUST210694",50000,60,"14.41",740,"0.21","Debt Consolidation","RENT","2024-10-08","Low Risk","Fully Paid"
"LN116410","CUST210517",10000,36,"15.38",720,"0.20","Debt Consolidation","MORTGAGE","2025-06-19","Low Risk","Fully Paid"
"LN116411","CUST206638",20000,36,"14.89",713,"0.34","Home Improvement","MORTGAGE","2023-03-05","Medium Risk","Fully Paid"
"LN116412","CUST213554",20000,60,"15.94",671,"0.13","Debt Consolidation","MORTGAGE","2024-01-20","Medium Risk","Fully Paid"
"LN116413","CUST206234",35000,60,"16.20",650,"0.40","Debt Consolidation","OWN","2025-02-15","High Risk","Fully Paid"
"LN116414","CUST202701",15000,36,"15.10",697,"0.29","Debt Consolidation","RENT","2024-02-26","Medium Risk","Fully Paid"
"LN116415","CUST200896",15000,36,"15.72",712,"0.18","Small Business","MORTGAGE","2023-05-04","Medium Risk","Fully Paid"
"LN116416","CUST213162",50000,36,"19.53",616,"0.12","Debt Consolidation","MORTGAGE","2025-05-19","High Risk","Fully Paid"
"LN116417","CUST206087",20000,36,"18.16",663,"0.42","Debt Consolidation","MORTGAGE","2025-03-28","Medium Risk","Fully Paid"
"LN116418","CUST210595",20000,36,"14.12",670,"0.05","Credit Card Refinance","MORTGAGE","2025-08-03","Medium Risk","Fully Paid"
"LN116419","CUST206951",10000,36,"12.71",665,"0.36","Debt Consolidation","RENT","2023-02-16","Medium Risk","Fully Paid"
"LN116420","CUST203191",20000,36,"17.15",646,"0.32","Major Purchase","MORTGAGE","2023-01-28","High Risk","Fully Paid"
"LN116421","CUST204423",10000,36,"17.21",613,"0.38","Credit Card Refinance","MORTGAGE","2024-12-08","High Risk","Fully Paid"
"LN116422","CUST201777",10000,36,"15.81",664,"0.17","Debt Consolidation","RENT","2024-07-29","Medium Risk","Fully Paid"
"LN116423","CUST201711",20000,60,"16.42",666,"0.22","Debt Consolidation","RENT","2025-04-04","Medium Risk","Fully Paid"
"LN116424","CUST201275",15000,36,"15.73",656,"0.34","Major Purchase","OWN","2025-03-23","High Risk","Fully Paid"
"LN116425","CUST205943",20000,36,"12.27",712,"0.31","Credit Card Refinance","OWN","2025-03-24","Medium Risk","Fully Paid"
"LN116426","CUST209883",10000,60,"15.51",611,"0.41","Debt Consolidation","MORTGAGE","2024-05-17","High Risk","Fully Paid"
"LN116427","CUST212760",15000,36,"13.53",694,"0.29","Credit Card Refinance","MORTGAGE","2023-10-08","Medium Risk","Default"
"LN116428","CUST213871",15000,36,"18.75",590,"0.47","Debt Consolidation","MORTGAGE","2024-05-22","High Risk","Fully Paid"
"LN116429","CUST205497",15000,36,"18.43",676,"0.32","Debt Consolidation","OWN","2024-03-22","Medium Risk","Default"
"LN116430","CUST200460",10000,36,"17.62",567,"0.49","Home Improvement","MORTGAGE","2025-08-02","High Risk","Fully Paid"
"LN116431","CUST203925",20000,36,"20.53",635,"0.51","Debt Consolidation","RENT","2023-05-02","High Risk","Default"
"LN116432","CUST204624",35000,36,"12.71",678,"0.51","Major Purchase","MORTGAGE","2023-03-01","Medium Risk","Fully Paid"
"LN116433","CUST202667",10000,60,"16.54",608,"0.21","Debt Consolidation","MORTGAGE","2025-10-06","High Risk","Fully Paid"
"LN116434","CUST208874",10000,36,"17.55",609,"0.45","Debt Consolidation","MORTGAGE","2023-08-10","High Risk","Default"
"LN116435","CUST201745",20000,60,"10.45",729,"0.30","Credit Card Refinance","MORTGAGE","2024-10-13","Low Risk","Default"
"LN116436","CUST201071",20000,36,"19.78",600,"0.30","Debt Consolidation","MORTGAGE","2025-12-06","High Risk","Fully Paid"
"LN116437","CUST203472",20000,36,"14.61",674,"0.40","Home Improvement","RENT","2023-01-19","Medium Risk","Default"
"LN116438","CUST209784",20000,36,"13.73",753,"0.26","Debt Consolidation","RENT","2023-02-24","Low Risk","Default"
"LN116439","CUST200180",10000,36,"16.00",687,"0.10","Major Purchase","RENT","2025-10-11","Medium Risk","Fully Paid"
"LN116440","CUST212395",10000,60,"13.09",681,"0.30","Major Purchase","MORTGAGE","2023-05-15","Medium Risk","Fully Paid"
"LN116441","CUST214905",10000,36,"20.05",644,"0.53","Credit Card Refinance","MORTGAGE","2024-07-15","High Risk","Fully Paid"
"LN116442","CUST205065",5000,36,"16.60",644,"0.26","Debt Consolidation","RENT","2023-04-10","High Risk","Fully Paid"
"LN116443","CUST203076",20000,36,"15.21",671,"0.29","Major Purchase","MORTGAGE","2025-05-11","Medium Risk","Fully Paid"
"LN116444","CUST209039",5000,36,"16.33",580,"0.35","Debt Consolidation","OWN","2024-02-10","High Risk","Fully Paid"
"LN116445","CUST203306",50000,60,"14.56",730,"0.26","Debt Consolidation","OWN","2024-05-26","Low Risk","Default"
"LN116446","CUST210460",35000,60,"12.89",690,"0.28","Home Improvement","MORTGAGE","2024-01-09","Medium Risk","Fully Paid"
"LN116447","CUST200531",35000,60,"17.91",592,"0.32","Home Improvement","RENT","2024-03-18","High Risk","Fully Paid"
"LN116448","CUST203938",50000,36,"16.32",731,"0.25","Debt Consolidation","MORTGAGE","2024-09-02","Low Risk","Default"
"LN116449","CUST204411",15000,36,"16.42",713,"0.46","Debt Consolidation","MORTGAGE","2024-03-17","Medium Risk","Default"
"LN116450","CUST201394",35000,36,"14.14",701,"0.55","Debt Consolidation","RENT","2023-03-04","Medium Risk","Fully Paid"
"LN116451","CUST209341",5000,36,"12.31",791,"0.36","Debt Consolidation","MORTGAGE","2025-04-11","Low Risk","Fully Paid"
"LN116452","CUST209254",5000,36,"16.21",684,"0.24","Small Business","MORTGAGE","2024-11-22","Medium Risk","Fully Paid"
"LN116453","CUST200736",35000,60,"15.37",756,"0.36","Small Business","MORTGAGE","2025-12-30","Low Risk","Fully Paid"
"LN116454","CUST209237",5000,60,"17.77",681,"0.16","Home Improvement","OWN","2025-10-02","Medium Risk","Fully Paid"
"LN116455","CUST212948",75000,60,"17.39",702,"0.13","Home Improvement","MORTGAGE","2024-08-23","Medium Risk","Fully Paid"
"LN116456","CUST207927",20000,36,"14.80",652,"0.29","Debt Consolidation","RENT","2024-08-07","High Risk","Fully Paid"
"LN116457","CUST200749",35000,36,"19.00",585,"0.45","Debt Consolidation","RENT","2025-12-13","High Risk","Fully Paid"
"LN116458","CUST200788",10000,60,"15.72",588,"0.47","Debt Consolidation","RENT","2024-01-30","High Risk","Fully Paid"
"LN116459","CUST205155",20000,60,"14.93",675,"0.35","Home Improvement","MORTGAGE","2023-12-17","Medium Risk","Fully Paid"
"LN116460","CUST201528",5000,60,"14.04",668,"0.38","Debt Consolidation","MORTGAGE","2024-05-13","Medium Risk","Fully Paid"
"LN116461","CUST205057",35000,36,"15.25",621,"0.33","Debt Consolidation","RENT","2025-08-16","High Risk","Fully Paid"
"LN116462","CUST200139",5000,60,"16.21",666,"0.29","Credit Card Refinance","OWN","2024-11-17","Medium Risk","Fully Paid"
"LN116463","CUST205844",20000,36,"13.91",702,"0.16","Debt Consolidation","MORTGAGE","2023-01-11","Medium Risk","Fully Paid"
"LN116464","CUST212316",10000,36,"14.33",744,"0.44","Debt Consolidation","OWN","2025-10-06","Low Risk","Fully Paid"
"LN116465","CUST204627",5000,60,"14.56",645,"0.25","Debt Consolidation","MORTGAGE","2024-01-17","High Risk","Fully Paid"
"LN116466","CUST206524",15000,36,"15.75",699,"0.40","Debt Consolidation","MORTGAGE","2023-10-19","Medium Risk","Fully Paid"
"LN116467","CUST208196",5000,36,"12.70",766,"0.30","Home Improvement","RENT","2025-12-10","Low Risk","Fully Paid"
"LN116468","CUST203193",20000,36,"14.14",717,"0.19","Debt Consolidation","RENT","2024-10-27","Medium Risk","Default"
"LN116469","CUST205153",10000,36,"14.52",641,"0.20","Home Improvement","RENT","2023-10-17","High Risk","Fully Paid"
"LN116470","CUST212319",10000,36,"16.90",685,"0.23","Credit Card Refinance","MORTGAGE","2025-02-04","Medium Risk","Fully Paid"
"LN116471","CUST206401",15000,36,"15.49",689,"0.31","Debt Consolidation","RENT","2024-11-22","Medium Risk","Fully Paid"
"LN116472","CUST211890",10000,36,"15.53",711,"0.44","Debt Consolidation","RENT","2024-07-15","Medium Risk","Fully Paid"
"LN116473","CUST205831",10000,36,"13.56",681,"0.39","Major Purchase","MORTGAGE","2024-12-30","Medium Risk","Fully Paid"
"LN116474","CUST202123",35000,60,"15.91",704,"0.20","Debt Consolidation","RENT","2024-10-09","Medium Risk","Fully Paid"
"LN116475","CUST211513",5000,36,"14.31",730,"0.14","Major Purchase","RENT","2023-08-19","Low Risk","Fully Paid"
"LN116476","CUST211055",5000,60,"16.08",627,"0.38","Credit Card Refinance","MORTGAGE","2024-03-09","High Risk","Default"
"LN116477","CUST201596",10000,36,"19.24",613,"0.53","Credit Card Refinance","MORTGAGE","2023-08-23","High Risk","Fully Paid"
"LN116478","CUST205429",15000,36,"15.36",710,"0.42","Debt Consolidation","MORTGAGE","2025-05-11","Medium Risk","Fully Paid"
"LN116479","CUST206673",15000,36,"16.38",672,"0.54","Debt Consolidation","MORTGAGE","2023-02-19","Medium Risk","Default"
"LN116480","CUST214689",10000,36,"11.48",723,"0.24","Credit Card Refinance","RENT","2024-03-15","Low Risk","Default"
"LN116481","CUST212148",35000,60,"15.77",734,"0.30","Debt Consolidation","RENT","2024-09-28","Low Risk","Fully Paid"
"LN116482","CUST208251",5000,36,"18.50",587,"0.46","Debt Consolidation","MORTGAGE","2025-11-29","High Risk","Fully Paid"
"LN116483","CUST201655",15000,60,"18.41",638,"0.10","Debt Consolidation","MORTGAGE","2023-12-05","High Risk","Fully Paid"
"LN116484","CUST208228",10000,36,"14.79",673,"0.35","Debt Consolidation","RENT","2024-04-26","Medium Risk","Fully Paid"
"LN116485","CUST213230",20000,60,"15.73",628,"0.34","Debt Consolidation","RENT","2025-05-27","High Risk","Fully Paid"
"LN116486","CUST212699",50000,36,"18.52",656,"0.47","Major Purchase","MORTGAGE","2025-10-12","High Risk","Fully Paid"
"LN116487","CUST202461",15000,36,"18.54",616,"0.18","Debt Consolidation","RENT","2024-02-27","High Risk","Fully Paid"
"LN116488","CUST200389",75000,36,"13.91",658,"0.27","Debt Consolidation","RENT","2025-09-28","High Risk","Fully Paid"
"LN116489","CUST209621",10000,36,"16.75",631,"0.22","Debt Consolidation","OWN","2024-02-05","High Risk","Fully Paid"
"LN116490","CUST213043",5000,36,"16.61",697,"0.29","Debt Consolidation","RENT","2025-03-22","Medium Risk","Fully Paid"
"LN116491","CUST206261",5000,36,"14.64",725,"0.15","Debt Consolidation","OWN","2024-01-30","Low Risk","Fully Paid"
"LN116492","CUST207815",10000,36,"14.18",700,"0.36","Debt Consolidation","RENT","2023-10-25","Medium Risk","Fully Paid"
"LN116493","CUST209607",10000,60,"11.27",809,"0.32","Major Purchase","MORTGAGE","2024-05-07","Low Risk","Fully Paid"
"LN116494","CUST214235",5000,60,"14.45",726,"0.27","Home Improvement","MORTGAGE","2025-12-25","Low Risk","Fully Paid"
"LN116495","CUST213960",15000,36,"15.91",725,"0.33","Debt Consolidation","MORTGAGE","2023-02-04","Low Risk","Fully Paid"
"LN116496","CUST200613",10000,36,"14.13",675,"0.35","Credit Card Refinance","MORTGAGE","2023-03-08","Medium Risk","Fully Paid"
"LN116497","CUST204754",5000,36,"12.70",664,"0.48","Credit Card Refinance","RENT","2024-06-12","Medium Risk","Fully Paid"
"LN116498","CUST202642",10000,60,"13.32",743,"0.29","Debt Consolidation","OWN","2024-04-27","Low Risk","Fully Paid"
"LN116499","CUST202483",35000,36,"16.50",667,"0.46","Debt Consolidation","RENT","2025-04-22","Medium Risk","Fully Paid"
"LN116500","CUST211181",10000,36,"16.48",681,"0.20","Major Purchase","RENT","2024-06-06","Medium Risk","Default"
"LN116501","CUST207588",20000,36,"14.20",671,"0.23","Debt Consolidation","MORTGAGE","2025-06-18","Medium Risk","Fully Paid"
"LN116502","CUST201291",20000,36,"15.25",706,"0.49","Major Purchase","MORTGAGE","2025-01-15","Medium Risk","Fully Paid"
